yearOfRegistration,gender,ageBroad,majorityStatusAtExploit,traffickMonths,citizenship,CountryOfExploitation,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlThreatOfLawEnforce,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,isForcedLabour,isSexualExploit,isOtherExploit,typeOfLabourAgriculture,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourOther,typeOfSexProstitution,typeOfSexPornography,typeOfSexOther,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
2016,,,,,USA,USA,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,
2016,,,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,,,,,USA,USA,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,,,,,USA,USA,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
2016,,,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,
2016,,,Adult,,,USA,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,
2016,,,Adult,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,
2016,,,Adult,,,USA,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,
2016,,,Adult,,,USA,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,,,Adult,,,USA,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,
2016,,,Adult,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,,,Adult,,USA,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,,,Adult,,USA,USA,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,,Minor,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,
2016,,,Minor,,,USA,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,
2016,,,Minor,,,USA,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,
2016,,,Minor,,,USA,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1
2016,,,Minor,,,USA,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,,,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,,,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2016,,,Minor,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,,Minor,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,0--8,,,,USA,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,
2016,,0--8,Minor,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,0--8,Minor,,,USA,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,,0--8,Minor,,,USA,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,,09--17,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,
2016,,09--17,Minor,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,,09--17,Minor,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,09--17,Minor,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,09--17,Minor,,,USA,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,
2016,,09--17,Minor,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,,09--17,Minor,,,USA,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
2016,,18--20,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,18--20,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,18--20,Adult,,,USA,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2016,,18--20,Minor,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,21--23,Adult,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,21--23,Minor,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,24--26,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,
2016,,24--26,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,24--26,,,USA,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,24--26,Adult,,,USA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
2016,,24--26,Adult,,,USA,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
2016,,24--26,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,27--29,,,USA,USA,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2016,,30--38,,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,
2016,,30--38,,,,USA,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,,30--38,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,,30--38,Adult,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,30--38,Minor,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,,48+,Adult,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1
2016,Female,,,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,
2016,Female,,,,,USA,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1
2016,Female,,,,,USA,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,,USA,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
2016,Female,,,,CHN,USA,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,CHN,USA,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,GTM,USA,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2016,Female,,,,MEX,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,MEX,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2016,Female,,,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
